SKU;TITULO;PRECO;ESTOQUE;CONDICAO;MARCA;CODIGO_FABRICANTE_MPN;CODIGO_OEM;GARANTIA_MESES;TIPO_GARANTIA;DESCRICAO
SKU-033-KOS-10003263;Chave Seta Celta 2000 a 2006 c/ Buzina Kostal 10003263;329.90;1;Novo;Kostal;10003263;93378440, 93356884, 93383039;6;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Chevrolet Celta (Life / Spirit / Super) — Motor 1.0 8V / 1.4 8V VHC Gasolina e Flex Gasolina / Flex (2000 a 2006)


⚠️ ALERTAS DE COMPATIBILIDADE
• Não serve em modelos com limpador traseiro (usam Kostal 10003264).
• Não serve em Celta 2007 em diante (painel novo - usam 10147724 / 10015530).
• Não serve em Prisma nem Corsa.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 10003263
• Código Original (OEM): 93378440, 93356884, 93383039
• Códigos Similares: Marília IM12263, Diretec DTC1263, Ospina 042263
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Farol alto/baixo e lampejo, Limpador de para-brisa dianteiro com temporizador, Buzina na ponta da alavanca esquerda, Pisca-alerta na carcaça, SEM limpador traseiro
• Dimensoes Aprox Cm: 24 x 14 x 9
• Peso Gramas: 355
• Padrao Fabricacao: Padrão Original Kostal GM
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Chevrolet Celta 2000 a 2006 sem Limpador Traseiro com Buzina Kostal 10003263 (Kostal 10003263)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-034-KOS-10015530;Chave Seta Celta Prisma 2010 a 2015 Kostal 10015530;329.90;1;Novo;Kostal;10015530;94749141;6;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Chevrolet Celta (Life / LS / LT / Advantage) — Motor 1.0 8V VHCE Flexpower Flex (2010 a 2015)
• Chevrolet Prisma (Joy / Maxx / LT) — Motor 1.0 / 1.4 8V Econoflex Flex (2010 a 2012)


⚠️ ALERTAS DE COMPATIBILIDADE
• Modelo SEM TEMPORIZADOR no limpador dianteiro (veículos com temporizador utilizam Kostal 10015096).
• Não serve em modelos com limpador traseiro.
• Não serve em Celta 2000 a 2006 (G1 painel antigo).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 10015530
• Código Original (OEM): 94749141
• Códigos Similares: Marília IM12530GM, Diretec DTC1531, Ospina 042531
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Farol alto/baixo e lampejador, Limpador de para-brisa dianteiro SEM TEMPORIZADOR (velocidades contínuas I e II), Chicote/conector traseiro de 22 pinos, SEM limpador traseiro, SEM temporizador e SEM buzina na alavanca
• Dimensoes Aprox Cm: 24 x 14 x 9
• Peso Gramas: 360
• Padrao Fabricacao: Padrão Original Kostal GM
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Chevrolet Celta Prisma 2010 a 2015 sem Limpador Traseiro Kostal 10015530 (Kostal 10015530)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-035-KOS-10015096;Chave Seta Celta Prisma c/ Temporizador Kostal 10015096;379.90;1;Novo;Kostal;10015096;94749143;6;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Chevrolet Celta (Life / LS / LT) — Motor 1.0 8V VHCE Flex Flex (2010 a 2015)
• Chevrolet Prisma (Joy / Maxx / LT) — Motor 1.0 / 1.4 8V Econoflex Flex (2010 a 2012)


⚠️ ALERTAS DE COMPATIBILIDADE
• Modelo COM TEMPORIZADOR integrado (veículos sem temporizador utilizam Kostal 10015530).
• Não serve em modelos com limpador traseiro.
• Não serve em Celta 2000 a 2006 (painel antigo).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 10015096
• Código Original (OEM): 94749143
• Códigos Similares: Marília IM12096, Diretec DTC1096, Ospina 042096
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Farol alto/baixo e lampejo, Limpador de para-brisa dianteiro COM TEMPORIZADOR INTEGRADO, Chicote/conector traseiro de 22 pinos, SEM limpador traseiro e SEM buzina na alavanca
• Dimensoes Aprox Cm: 24 x 14 x 9
• Peso Gramas: 365
• Padrao Fabricacao: Padrão Original Kostal GM
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Chevrolet Celta Prisma com Temporizador Kostal 10015096 (Kostal 10015096)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-036-KOS-10015563;Chave Seta Palio Fire Farol Biparabola Kostal 10015563;419.90;1;Novo;Kostal;10015563;100190918, 100185555, 100181997;6;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Fiat Palio Fire (Fire / Economy) — Motor 1.0 8V Fire Flex Flex (2009 a 2014)
• Fiat Siena Fire (Fire / EL) — Motor 1.0 8V / 1.4 8V Fire Flex (2009 a 2012)
• Fiat Strada Fire (Fire / Working) — Motor 1.4 8V Fire Flex Flex (2009 a 2012)


⚠️ ALERTAS DE COMPATIBILIDADE
• Específica para veículos com farol duplo (bi-parábola). Não serve em farol monoparábola H4 (Uno Mille usa 10015565).
• Não serve em veículos com limpador traseiro (Palio com limpador traseiro usa Kostal 10015566).
• Não serve em veículos com airbag ou função TRIP.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 10015563
• Código Original (OEM): 100190918, 100185555, 100181997
• Códigos Similares: Marília IM12563, Diretec DTC1563, Ospina 042563
• Voltagem: 12V
• Funcoes Integradas: Comutação para Farol Duplo (Bi-Parábola), Comando de seta com retorno automático, Limpador de para-brisa dianteiro, Pisca-alerta integrado, SEM limpador traseiro, SEM trip e SEM airbag
• Dimensoes Aprox Cm: 25 x 14 x 9
• Peso Gramas: 390
• Padrao Fabricacao: Padrão Original Kostal Fiat
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Fiat Palio Siena Strada Fire Farol Bi-Parabola Kostal 10015563 (Kostal 10015563)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-037-KOS-10015565;Chave Seta Uno Mille Fiorino 2009-2013 Kostal 10015565;409.90;1;Novo;Kostal;10015565;100185373, 100190783;6;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Fiat Fiorino (Furgão Fire) — Motor 1.3 8V Fire Flex Flex (2009 a 2013)
• Fiat Uno Mille (Fire / Economy / Way) — Motor 1.0 8V Fire Flex Flex (2009 a 2013)


⚠️ ALERTAS DE COMPATIBILIDADE
• Exclusivo para Uno Mille clássico (quadrado 2009-2013) e Fiorino Furgão (2009-2013) com farol simples monoparábola (H4).
• NÃO SERVE EM NOVO UNO (Vivace/Way/Attractive 2010 em diante - usa Kostal 10022069).
• Não serve em Uno antigo (1984 a 2003 painel satélite).
• Não serve em veículos com farol bi-parábola duplo nem com limpador traseiro.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 10015565
• Código Original (OEM): 100185373, 100190783
• Códigos Similares: Marília IM12565, Diretec DTC1565, Ospina 042565
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Farol alto/baixo e lampejador, Limpador de para-brisa dianteiro com temporizador, Botão de pisca-alerta na carcaça, SEM limpador traseiro e SEM airbag
• Dimensoes Aprox Cm: 24 x 14 x 9
• Peso Gramas: 355
• Padrao Fabricacao: Padrão Original Kostal Fiat
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Fiat Uno Mille Fiorino 2009 a 2013 Kostal 10015565 (Kostal 10015565)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-038-KOS-10015566;Chave Seta Palio Economy Farol Duplo Kostal 10015566;419.90;1;Novo;Kostal;10015566;100190919, 100185556;6;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Fiat Palio (Attractive / Economy / Fire (G4)) — Motor 1.0 8V / 1.4 8V Fire Flex Flex (2009 a 2014)
• Fiat Palio Weekend (Trekking / Attractive (G4)) — Motor 1.4 8V Fire Flex Flex (2009 a 2014)


⚠️ ALERTAS DE COMPATIBILIDADE
• Específica para Palio Hatch e Palio Weekend com farol bi-parábola e limpador traseiro.
• NÃO SERVE EM SIENA NEM STRADA (sedan e picape não possuem limpador traseiro).
• Não serve em modelos com computador de bordo TRIP (usam Kostal 10002290).
• Não serve em modelos com farol simples H4 nem modelos com airbag.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 10015566
• Código Original (OEM): 100190919, 100185556
• Códigos Similares: Marília IM12566, Diretec DTC1566, Ospina 042566
• Voltagem: 12V
• Funcoes Integradas: Comutação para Farol Duplo (Bi-Parábola), Comando de seta com retorno automático, Limpador dianteiro e limpador/lavador traseiro, Pisca-alerta integrado, SEM trip e SEM airbag
• Dimensoes Aprox Cm: 25 x 14 x 9
• Peso Gramas: 395
• Padrao Fabricacao: Padrão Original Kostal Fiat
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Fiat Palio Farol Bi-Parabola com Limpador Traseiro Kostal 10015566 (Kostal 10015566)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-039-KOS-10019263;Chave Seta Palio Siena Strada c/ Trip Kostal 10019263;529.90;1;Novo;Kostal;10019263;100190917, 100185356;6;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Fiat Palio (ELX / Attractive / Essence (G4)) — Motor 1.0 / 1.4 / 1.8 Flex (2008 a 2016)
• Fiat Siena (ELX / HLX / Essence / Tetrafuel (G4)) — Motor 1.0 / 1.4 / 1.6 / 1.8 Flex / GNV (2008 a 2016)
• Fiat Strada (Trekking / Adventure / Working (G4)) — Motor 1.4 / 1.8 Flex Flex (2008 a 2016)


⚠️ ALERTAS DE COMPATIBILIDADE
• Específica para modelos com função TRIP (computador de bordo) SEM limpador traseiro.
• Não serve em Palio Hatch / Weekend com limpador traseiro (usam Kostal 10002290).
• Não serve em modelos sem função TRIP (usam Kostal 10015563).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 10019263
• Código Original (OEM): 100190917, 100185356
• Códigos Similares: Marília IM12263FI, Diretec DTC1263FI, Ospina 042263FI
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Farol alto/baixo e Follow Me Home, Limpador de para-brisa dianteiro, Função de computador de bordo TRIP na alavanca, Pisca-alerta integrado, SEM limpador traseiro e SEM airbag
• Dimensoes Aprox Cm: 25 x 14 x 9
• Peso Gramas: 385
• Padrao Fabricacao: Padrão Original Kostal Fiat
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Fiat Palio Siena Strada com Trip sem Limpador Traseiro Kostal 10019263 (Kostal 10019263)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-040-KOS-10022069;Chave Seta Novo Uno Vivace Fiorino Kostal 10022069;429.90;1;Novo;Kostal;10022069;100190779, 100198642, 100190822, 100204778;6;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Fiat Nova Fiorino (Furgão / Hard Working) — Motor 1.4 8V Fire EVO Flex (2013 a 2021)
• Fiat Novo Uno (Vivace / Way / Attractive / Sporting) — Motor 1.0 8V / 1.4 8V Fire EVO Flex (2010 a 2016)


⚠️ ALERTAS DE COMPATIBILIDADE
• Exclusivo para Novo Uno G2 (2010 a 2016) e Nova Fiorino (2013 a 2021) SEM airbag e SEM limpador traseiro.
• NÃO SERVE EM UNO MILLE ANTIGO / CLÁSSICO (quadrado) - encaixe, fiação e carcaça totalmente incompatíveis.
• Não serve em veículos equipados com bolsa de airbag duplo frontal de fábrica.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 10022069
• Código Original (OEM): 100190779, 100198642, 100190822, 100204778
• Códigos Similares: Marília IM12069, Diretec DTC1069, Ospina 042069
• Voltagem: 12V
• Funcoes Integradas: Comando de seta com retorno automático, Farol alto/baixo e lampejo, Limpador de para-brisa dianteiro com temporizador, Botão de pisca-alerta na carcaça, SEM limpador traseiro, SEM trip e SEM airbag
• Dimensoes Aprox Cm: 25 x 14 x 9
• Peso Gramas: 370
• Padrao Fabricacao: Padrão Original Kostal Novo Uno
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Fiat Novo Uno Vivace Way Nova Fiorino Kostal 10022069 (Kostal 10022069)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-041-KOS-10094493;Chave Seta Siena EL Strada c/ Trip Kostal 10094493;449.90;1;Novo;Kostal;10094493;1002040070, 100204780, 100216542;6;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Fiat Palio (Attractive / Essence (G4 continuado)) — Motor 1.0 / 1.4 / 1.6 Flex Flex (2012 a 2016)
• Fiat Siena EL (EL (G4 Restilizado)) — Motor 1.0 8V / 1.4 8V Fire Flex Flex (2013 a 2016)
• Fiat Strada (Working / Hard Working / Trekking (G4)) — Motor 1.4 8V Fire / 1.6 16V E.torQ Flex (2014 a 2020)


⚠️ ALERTAS DE COMPATIBILIDADE
• Específica para linha Fiat com função TRIP e SEM cinta de airbag integrada.
• NÃO SERVE EM GRAND SIENA NEM NOVO PALIO G5 (plataforma 326/327 - utilizam comutadores de coluna diferentes).
• Não serve em modelos com cinta de airbag integrada (usam Kostal 10102849).
• Não serve em modelos com limpador traseiro.
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 10094493
• Código Original (OEM): 1002040070, 100204780, 100216542
• Códigos Similares: Marília IM12493, Diretec DTC1493, Ospina 042493
• Voltagem: 12V
• Funcoes Integradas: Comando de seta e farol alto/baixo com Follow Me Home, Limpador de para-brisa dianteiro com temporizador, Comando do computador de bordo TRIP na alavanca, Pisca-alerta integrado, SEM limpador traseiro e SEM airbag
• Dimensoes Aprox Cm: 26 x 15 x 10
• Peso Gramas: 400
• Padrao Fabricacao: Padrão Original Kostal Fiat
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta Fiat Siena EL Strada Palio com Trip sem Limpador Traseiro Kostal 10094493 (Kostal 10094493)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
SKU-042-KOS-10102849;Chave Seta c/ Airbag Palio Fire Way Kostal 10102849;659.90;1;Novo;Kostal;10102849;100214467, 100216543, 100234551;6;Garantia do vendedor;"🚗 APLICAÇÃO VEICULAR
Confira os modelos e anos compatíveis:

• Fiat Fiorino (Hard Working / Endurance) — Motor 1.4 8V Fire EVO Flex (2014 a 2021)
• Fiat Palio Fire / Palio Way (Fire / Way) — Motor 1.0 8V Fire Flex Flex (2014 a 2017)
• Fiat Siena EL (EL (G4)) — Motor 1.0 / 1.4 Fire Flex Flex (2014 a 2016)
• Fiat Strada (Working / Hard Working (G4)) — Motor 1.4 8V Fire Flex Flex (2014 a 2020)


⚠️ ALERTAS DE COMPATIBILIDADE
• Acompanha CINTA DE AIRBAG (Clock Spring) integrada de fábrica. Manusear com a trava central travada até o volante ser instalado.
• SEM limpador traseiro (Palio Fire com limpador traseiro e airbag usa Kostal 10102852).
• SEM função TRIP no painel.
• NÃO SERVE EM GRAND SIENA (plataforma 326).
• Recomendamos comparar o código gravado na sua peça com os códigos informados abaixo.
• Em caso de dúvidas sobre ano/versão, pergunte no campo abaixo antes de comprar!


⚙️ ESPECIFICAÇÕES TÉCNICAS
• Fabricante: Kostal
• Código da Peça: 10102849
• Código Original (OEM): 100214467, 100216543, 100234551
• Códigos Similares: Marília IM12849, Diretec DTC1849, Ospina 042849
• Voltagem: 12V
• Funcoes Integradas: CINTA DE AIRBAG (Clock Spring / Hardwire) Integrada de fábrica, Acionamento de buzina no volante e bolsa de airbag do motorista, Comando de seta com retorno automático e faróis alto/baixo, Limpador de para-brisa dianteiro com temporizador, Pisca-alerta na carcaça, SEM limpador traseiro
• Dimensoes Aprox Cm: 26 x 16 x 11
• Peso Gramas: 490
• Padrao Fabricacao: Padrão Original Kostal com Segurança Ativa Airbag
• Condição: Produto 100% novo, lacrado na embalagem original


📦 CONTEÚDO & GARANTIA
• 01 Chave de Seta com Cinta de Airbag Fiat Palio Fire Way Fiorino Siena EL Strada Kostal 10102849 (Kostal 10102849)
• Acompanha Nota Fiscal Eletrônica (PF e PJ)
• Garantia de 6 meses contra defeitos de fabricação


❓ DÚVIDAS FREQUENTES
• Pronta Entrega: Sim, todos os produtos anunciados estão em estoque físico para envio imediato.
• Frete e Prazo: Calculados automaticamente pelo Mercado Envios digitando seu CEP no anúncio.
• Instalação: Recomendamos que a montagem seja feita por profissional especializado.


🛡️ BUSK Peças — Qualidade, Agilidade & Confiança"
